"","gene"
"9731","ENSG00000167965"
"9732","ENSG00000108788"
"9733","ENSG00000281178"
"9734","ENSG00000009950"
"9735","ENSG00000103150"
"9736","ENSG00000151611"
"9737","ENSG00000139428"
"9738","ENSG00000132763"
"9739","ENSG00000168288"
"9740","ENSG00000108960"
"9741","ENSG00000136297"
"9742","ENSG00000196549"
"9743","ENSG00000142606"
"9744","ENSG00000169446"
"9745","ENSG00000196611"
"9746","ENSG00000166670"
"9747","ENSG00000099953"
"9748","ENSG00000262406"
"9749","ENSG00000137745"
"9750","ENSG00000157227"
"9751","ENSG00000102996"
"9752","ENSG00000156103"
"9753","ENSG00000198598"
"9754","ENSG00000123342"
"9755","ENSG00000087245"
"9756","ENSG00000137674"
"9757","ENSG00000154485"
"9758","ENSG00000215914"
"9759","ENSG00000189409"
"9760","ENSG00000125966"
"9761","ENSG00000008516"
"9762","ENSG00000137675"
"9763","ENSG00000278843"
"9764","ENSG00000149968"
"9765","ENSG00000137673"
"9766","ENSG00000118113"
"9767","ENSG00000100985"
"9768","ENSG00000138722"
"9769","ENSG00000173269"
"9770","ENSG00000155229"
"9771","ENSG00000146263"
"9772","ENSG00000169184"
"9773","ENSG00000020426"
"9774","ENSG00000121211"
"9775","ENSG00000163563"
"9776","ENSG00000138587"
"9777","ENSG00000070444"
"9778","ENSG00000130675"
"9779","ENSG00000278268"
"9780","ENSG00000114978"
"9781","ENSG00000173542"
"9782","ENSG00000291442"
"9783","ENSG00000172081"
"9784","ENSG00000120162"
"9785","ENSG00000142961"
"9786","ENSG00000115540"
"9787","ENSG00000168314"
"9788","ENSG00000075643"
"9789","ENSG00000124615"
"9790","ENSG00000164172"
"9791","ENSG00000124217"
"9792","ENSG00000204655"
"9793","ENSG00000124003"
"9794","ENSG00000166391"
"9795","ENSG00000106384"
"9796","ENSG00000115275"
"9797","ENSG00000080823"
"9798","ENSG00000164077"
"9799","ENSG00000103111"
"9800","ENSG00000061987"
"9801","ENSG00000114487"
"9802","ENSG00000133422"
"9803","ENSG00000159256"
"9804","ENSG00000133131"
"9805","ENSG00000185787"
"9806","ENSG00000218283"
"9807","ENSG00000123562"
"9808","ENSG00000116151"
"9809","ENSG00000188010"
"9810","ENSG00000139714"
"9811","ENSG00000171160"
"9812","ENSG00000185681"
"9813","ENSG00000101928"
"9814","ENSG00000130150"
"9815","ENSG00000106330"
"9816","ENSG00000155363"
"9817","ENSG00000073146"
"9818","ENSG00000079931"
"9819","ENSG00000060762"
"9820","ENSG00000143158"
"9821","ENSG00000129255"
"9822","ENSG00000107186"
"9823","ENSG00000197629"
"9824","ENSG00000103152"
"9825","ENSG00000124383"
"9826","ENSG00000135698"
"9827","ENSG00000196199"
"9828","ENSG00000051825"
"9829","ENSG00000178802"
"9830","ENSG00000117400"
"9831","ENSG00000168303"
"9832","ENSG00000008382"
"9833","ENSG00000005381"
"9834","ENSG00000130830"
"9835","ENSG00000108852"
"9836","ENSG00000161647"
"9837","ENSG00000082126"
"9838","ENSG00000150054"
"9839","ENSG00000154889"
"9840","ENSG00000186732"
"9841","ENSG00000066382"
"9842","ENSG00000133030"
"9843","ENSG00000280795"
"9844","ENSG00000128309"
"9845","ENSG00000115204"
"9846","ENSG00000156968"
"9847","ENSG00000254858"
"9848","ENSG00000158887"
"9849","ENSG00000197965"
"9850","ENSG00000149573"
"9851","ENSG00000160588"
"9852","ENSG00000153029"
"9853","ENSG00000170262"
"9854","ENSG00000135324"
"9855","ENSG00000158186"
"9856","ENSG00000260314"
"9857","ENSG00000011028"
"9858","ENSG00000118242"
"9859","ENSG00000179010"
"9860","ENSG00000178988"
"9861","ENSG00000101189"
"9862","ENSG00000172935"
"9863","ENSG00000179826"
"9864","ENSG00000037757"
"9865","ENSG00000227877"
"9866","ENSG00000274853"
"9867","ENSG00000122687"
"9868","ENSG00000171861"
"9869","ENSG00000134042"
"9870","ENSG00000179832"
"9871","ENSG00000185038"
"9872","ENSG00000171495"
"9873","ENSG00000233217"
"9874","ENSG00000291473"
"9875","ENSG00000204839"
"9876","ENSG00000184313"
"9877","ENSG00000271723"
"9878","ENSG00000292233"
"9879","ENSG00000117501"
"9880","ENSG00000169288"
"9881","ENSG00000159111"
"9882","ENSG00000174547"
"9883","ENSG00000262814"
"9884","ENSG00000172172"
"9885","ENSG00000180992"
"9886","ENSG00000137547"
"9887","ENSG00000166902"
"9888","ENSG00000158042"
"9889","ENSG00000112110"
"9890","ENSG00000115364"
"9891","ENSG00000112651"
"9892","ENSG00000242485"
"9893","ENSG00000197345"
"9894","ENSG00000082515"
"9895","ENSG00000288141"
"9896","ENSG00000143314"
"9897","ENSG00000108826"
"9898","ENSG00000086504"
"9899","ENSG00000114686"
"9900","ENSG00000185414"
"9901","ENSG00000276576"
"9902","ENSG00000106591"
"9903","ENSG00000243147"
"9904","ENSG00000130312"
"9905","ENSG00000132313"
"9906","ENSG00000232075"
"9907","ENSG00000226253"
"9908","ENSG00000171421"
"9909","ENSG00000116221"
"9910","ENSG00000266946"
"9911","ENSG00000204316"
"9912","ENSG00000154719"
"9913","ENSG00000105364"
"9914","ENSG00000185608"
"9915","ENSG00000182154"
"9916","ENSG00000198015"
"9917","ENSG00000055950"
"9918","ENSG00000135900"
"9919","ENSG00000277936"
"9920","ENSG00000259494"
"9921","ENSG00000136522"
"9922","ENSG00000175581"
"9923","ENSG00000149792"
"9924","ENSG00000136897"
"9925","ENSG00000111639"
"9926","ENSG00000172590"
"9927","ENSG00000204822"
"9928","ENSG00000235299"
"9929","ENSG00000183617"
"9930","ENSG00000162910"
"9931","ENSG00000173141"
"9932","ENSG00000167862"
"9933","ENSG00000143436"
"9934","ENSG00000048544"
"9935","ENSG00000235378"
"9936","ENSG00000181991"
"9937","ENSG00000283018"
"9938","ENSG00000120333"
"9939","ENSG00000116898"
"9940","ENSG00000182180"
"9941","ENSG00000239789"
"9942","ENSG00000268949"
"9943","ENSG00000096080"
"9944","ENSG00000229759"
"9945","ENSG00000204568"
"9946","ENSG00000163319"
"9947","ENSG00000122140"
"9948","ENSG00000266472"
"9949","ENSG00000175110"
"9950","ENSG00000181610"
"9951","ENSG00000062582"
"9952","ENSG00000131368"
"9953","ENSG00000125901"
"9954","ENSG00000113048"
"9955","ENSG00000147586"
"9956","ENSG00000112996"
"9957","ENSG00000102738"
"9958","ENSG00000250299"
"9959","ENSG00000243406"
"9960","ENSG00000090263"
"9961","ENSG00000074071"
"9962","ENSG00000061794"
"9963","ENSG00000278461"
"9964","ENSG00000236152"
"9965","ENSG00000144029"
"9966","ENSG00000243927"
"9967","ENSG00000237130"
"9968","ENSG00000125445"
"9969","ENSG00000135972"
"9970","ENSG00000148187"
"9971","ENSG00000124532"
"9972","ENSG00000053372"
"9973","ENSG00000156738"
"9974","ENSG00000172689"
"9975","ENSG00000166928"
"9976","ENSG00000166961"
"9977","ENSG00000149534"
"9978","ENSG00000284903"
"9979","ENSG00000110079"
"9980","ENSG00000214787"
"9981","ENSG00000110077"
"9982","ENSG00000166926"
"9983","ENSG00000166927"
"9984","ENSG00000166959"
"9985","ENSG00000188981"
"9986","ENSG00000120458"
"9987","ENSG00000066697"
"9988","ENSG00000251349"
"9989","ENSG00000170903"
"9990","ENSG00000178860"
"9991","ENSG00000095002"
"9992","ENSG00000113318"
"9993","ENSG00000057468"
"9994","ENSG00000204410"
"9995","ENSG00000255152"
"9996","ENSG00000116062"
"9997","ENSG00000135097"
"9998","ENSG00000153944"
"9999","ENSG00000188895"
"10000","ENSG00000174579"
"10001","ENSG00000005302"
"10002","ENSG00000224287"
"10003","ENSG00000102854"
"10004","ENSG00000162006"
"10005","ENSG00000263639"
"10006","ENSG00000052802"
"10007","ENSG00000215183"
"10008","ENSG00000147065"
"10009","ENSG00000251593"
"10010","ENSG00000038945"
"10011","ENSG00000285250"
"10012","ENSG00000291928"
"10013","ENSG00000148450"
"10014","ENSG00000174099"
"10015","ENSG00000166343"
"10016","ENSG00000173531"
"10017","ENSG00000186715"
"10018","ENSG00000186301"
"10019","ENSG00000164078"
"10020","ENSG00000138379"
"10021","ENSG00000125459"
"10022","ENSG00000203761"
"10023","ENSG00000163132"
"10024","ENSG00000120149"
"10025","ENSG00000229590"
"10026","ENSG00000198899"
"10027","ENSG00000228253"
"10028","ENSG00000198804"
"10029","ENSG00000198712"
"10030","ENSG00000198938"
"10031","ENSG00000198727"
"10032","ENSG00000198888"
"10033","ENSG00000198763"
"10034","ENSG00000198840"
"10035","ENSG00000198886"
"10036","ENSG00000212907"
"10037","ENSG00000198786"
"10038","ENSG00000198695"
"10039","ENSG00000205362"
"10040","ENSG00000205361"
"10041","ENSG00000169715"
"10042","ENSG00000198417"
"10043","ENSG00000125144"
"10044","ENSG00000205358"
"10045","ENSG00000255986"
"10046","ENSG00000260549"
"10047","ENSG00000205364"
"10048","ENSG00000187193"
"10049","ENSG00000291377"
"10050","ENSG00000125148"
"10051","ENSG00000087250"
"10052","ENSG00000182979"
"10053","ENSG00000149480"
"10054","ENSG00000057935"
"10055","ENSG00000099810"
"10056","ENSG00000248527"
"10057","ENSG00000228097"
"10058","ENSG00000228316"
"10059","ENSG00000270307"
"10060","ENSG00000236878"
"10061","ENSG00000234003"
"10062","ENSG00000240409"
"10063","ENSG00000229604"
"10064","ENSG00000172167"
"10065","ENSG00000137409"
"10066","ENSG00000285121"
"10067","ENSG00000168502"
"10068","ENSG00000280243"
"10069","ENSG00000224083"
"10070","ENSG00000237973"
"10071","ENSG00000255350"
"10072","ENSG00000259045"
"10073","ENSG00000271207"
"10074","ENSG00000229031"
"10075","ENSG00000262118"
"10076","ENSG00000262902"
"10077","ENSG00000230327"
"10078","ENSG00000230916"
"10079","ENSG00000235917"
"10080","ENSG00000229344"
"10081","ENSG00000237628"
"10082","ENSG00000267541"
"10083","ENSG00000270225"
"10084","ENSG00000237711"
"10085","ENSG00000198744"
"10086","ENSG00000232752"
"10087","ENSG00000270388"
"10088","ENSG00000228069"
"10089","ENSG00000288489"
"10090","ENSG00000227788"
"10091","ENSG00000214827"
"10092","ENSG00000282918"
"10093","ENSG00000244921"
"10094","ENSG00000224747"
"10095","ENSG00000259671"
"10096","ENSG00000232373"
"10097","ENSG00000229794"
"10098","ENSG00000147649"
"10099","ENSG00000127989"
"10100","ENSG00000120832"
"10101","ENSG00000156469"
"10102","ENSG00000122085"
"10103","ENSG00000188786"
"10104","ENSG00000143033"
"10105","ENSG00000103707"
"10106","ENSG00000242114"
"10107","ENSG00000066855"
"10108","ENSG00000117640"
"10109","ENSG00000146410"
"10110","ENSG00000148824"
"10111","ENSG00000101181"
"10112","ENSG00000100714"
"10113","ENSG00000120254"
"10114","ENSG00000231831"
"10115","ENSG00000065911"
"10116","ENSG00000163738"
"10117","ENSG00000244681"
"10118","ENSG00000177000"
"10119","ENSG00000136371"
"10120","ENSG00000103248"
"10121","ENSG00000085760"
"10122","ENSG00000122033"
"10123","ENSG00000171100"
"10124","ENSG00000063601"
"10125","ENSG00000277086"
"10126","ENSG00000014914"
"10127","ENSG00000150712"
"10128","ENSG00000163719"
"10129","ENSG00000087053"
"10130","ENSG00000100330"
"10131","ENSG00000108389"
"10132","ENSG00000139505"
"10133","ENSG00000003987"
"10134","ENSG00000102043"
"10135","ENSG00000285032"
"10136","ENSG00000220785"
"10137","ENSG00000229088"
"10138","ENSG00000228166"
"10139","ENSG00000225972"
"10140","ENSG00000232282"
"10141","ENSG00000263177"
"10142","ENSG00000228995"
"10143","ENSG00000228725"
"10144","ENSG00000229954"
"10145","ENSG00000254565"
"10146","ENSG00000225630"
"10147","ENSG00000236483"
"10148","ENSG00000224354"
"10149","ENSG00000288303"
"10150","ENSG00000198868"
"10151","ENSG00000247627"
"10152","ENSG00000236254"
"10153","ENSG00000227321"
"10154","ENSG00000233377"
"10155","ENSG00000225796"
"10156","ENSG00000232177"
"10157","ENSG00000234065"
"10158","ENSG00000227454"
"10159","ENSG00000226056"
"10160","ENSG00000270906"
"10161","ENSG00000227999"
"10162","ENSG00000271687"
"10163","ENSG00000248923"
"10164","ENSG00000251544"
"10165","ENSG00000230225"
"10166","ENSG00000243658"
"10167","ENSG00000283014"
"10168","ENSG00000229622"
"10169","ENSG00000227348"
"10170","ENSG00000234886"
"10171","ENSG00000223549"
"10172","ENSG00000259379"
"10173","ENSG00000227714"
"10174","ENSG00000270230"
"10175","ENSG00000254132"
"10176","ENSG00000249119"
"10177","ENSG00000227730"
"10178","ENSG00000168412"
"10179","ENSG00000135297"
"10180","ENSG00000198793"
"10181","ENSG00000107951"
"10182","ENSG00000105887"
"10183","ENSG00000116984"
"10184","ENSG00000120662"
"10185","ENSG00000112031"
"10186","ENSG00000124275"
"10187","ENSG00000170873"
"10188","ENSG00000138823"
"10189","ENSG00000180354"
"10190","ENSG00000129422"
"10191","ENSG00000132938"
"10192","ENSG00000173171"
"10193","ENSG00000128654"
"10194","ENSG00000177034"
"10195","ENSG00000185499"
"10196","ENSG00000205277"
"10197","ENSG00000173702"
"10198","ENSG00000169550"
"10199","ENSG00000291738"
"10200","ENSG00000169876"
"10201","ENSG00000278466"
"10202","ENSG00000276583"
"10203","ENSG00000224769"
"10204","ENSG00000204544"
"10205","ENSG00000237108"
"10206","ENSG00000169894"
"10207","ENSG00000277585"
"10208","ENSG00000215182"
"10209","ENSG00000117983"
"10210","ENSG00000277281"
"10211","ENSG00000171195"
"10212","ENSG00000172551"
"10213","ENSG00000090432"
"10214","ENSG00000172732"
"10215","ENSG00000030304"
"10216","ENSG00000272573"
"10217","ENSG00000132781"
"10218","ENSG00000141971"
"10219","ENSG00000196814"
"10220","ENSG00000167508"
"10221","ENSG00000110921"
"10222","ENSG00000013364"
"10223","ENSG00000157601"
"10224","ENSG00000183486"
"10225","ENSG00000059728"
"10226","ENSG00000213347"
"10227","ENSG00000123933"
"10228","ENSG00000119950"
"10229","ENSG00000101825"
"10230","ENSG00000235649"
"10231","ENSG00000182534"
"10232","ENSG00000162576"
"10233","ENSG00000179820"
"10234","ENSG00000239649"
"10235","ENSG00000185105"
"10236","ENSG00000118513"
"10237","ENSG00000132382"
"10238","ENSG00000185697"
"10239","ENSG00000101057"
"10240","ENSG00000196091"
"10241","ENSG00000086967"
"10242","ENSG00000134571"
"10243","ENSG00000133055"
"10244","ENSG00000221986"
"10245","ENSG00000136997"
"10246","ENSG00000214114"
"10247","ENSG00000005810"
"10248","ENSG00000136449"
"10249","ENSG00000116990"
"10250","ENSG00000134323"
"10251","ENSG00000120279"
"10252","ENSG00000172936"
"10253","ENSG00000074842"
"10254","ENSG00000104177"
"10255","ENSG00000172927"
"10256","ENSG00000111046"
"10257","ENSG00000109061"
"10258","ENSG00000133026"
"10259","ENSG00000276480"
"10260","ENSG00000006788"
"10261","ENSG00000105357"
"10262","ENSG00000144821"
"10263","ENSG00000002079"
"10264","ENSG00000125414"
"10265","ENSG00000109063"
"10266","ENSG00000264424"
"10267","ENSG00000197616"
"10268","ENSG00000092054"
"10269","ENSG00000078814"
"10270","ENSG00000133020"
"10271","ENSG00000100345"
"10272","ENSG00000168530"
"10273","ENSG00000106436"
"10274","ENSG00000101608"
"10275","ENSG00000118680"
"10276","ENSG00000260490"
"10277","ENSG00000111245"
"10278","ENSG00000160808"
"10279","ENSG00000198336"
"10280","ENSG00000215375"
"10281","ENSG00000092841"
"10282","ENSG00000196465"
"10283","ENSG00000228380"
"10284","ENSG00000106631"
"10285","ENSG00000101335"
"10286","ENSG00000007944"
"10287","ENSG00000065534"
"10288","ENSG00000101306"
"10289","ENSG00000140795"
"10290","ENSG00000145949"
"10291","ENSG00000085274"
"10292","ENSG00000145555"
"10293","ENSG00000091536"
"10294","ENSG00000266714"
"10295","ENSG00000041515"
"10296","ENSG00000196535"
"10297","ENSG00000133454"
"10298","ENSG00000278372"
"10299","ENSG00000166866"
"10300","ENSG00000128641"
"10301","ENSG00000197879"
"10302","ENSG00000176658"
"10303","ENSG00000157483"
"10304","ENSG00000142347"
"10305","ENSG00000136286"
"10306","ENSG00000174527"
"10307","ENSG00000095777"
"10308","ENSG00000071909"
"10309","ENSG00000197535"
"10310","ENSG00000167306"
"10311","ENSG00000238245"
"10312","ENSG00000128833"
"10313","ENSG00000196586"
"10314","ENSG00000137474"
"10315","ENSG00000169994"
"10316","ENSG00000066933"
"10317","ENSG00000099331"
"10318","ENSG00000034971"
"10319","ENSG00000141052"
"10320","ENSG00000129152"
"10321","ENSG00000138119"
"10322","ENSG00000122180"
"10323","ENSG00000101605"
"10324","ENSG00000274137"
"10325","ENSG00000142661"
"10326","ENSG00000120729"
"10327","ENSG00000177791"
"10328","ENSG00000172399"
"10329","ENSG00000164591"
"10330","ENSG00000138347"
"10331","ENSG00000176182"
"10332","ENSG00000124920"
"10333","ENSG00000166268"
"10334","ENSG00000170011"
"10335","ENSG00000162601"
"10336","ENSG00000276876"
"10337","ENSG00000186487"
"10338","ENSG00000263155"
"10339","ENSG00000170476"
"10340","ENSG00000099326"
"10341","ENSG00000204899"
"10342","ENSG00000173272"
"10343","ENSG00000292119"
"10344","ENSG00000102921"
"10345","ENSG00000078177"
"10346","ENSG00000139597"
"10347","ENSG00000244754"
"10348","ENSG00000145911"
"10349","ENSG00000156239"
"10350","ENSG00000102030"
"10351","ENSG00000156269"
"10352","ENSG00000164134"
"10353","ENSG00000172766"
"10354","ENSG00000173418"
"10355","ENSG00000111300"
"10356","ENSG00000139977"
"10357","ENSG00000135040"
"10358","ENSG00000183011"
"10359","ENSG00000110583"
"10360","ENSG00000121579"
"10361","ENSG00000122390"
"10362","ENSG00000138744"
"10363","ENSG00000285516"
"10364","ENSG00000168060"
"10365","ENSG00000177694"
"10366","ENSG00000138386"
"10367","ENSG00000166886"
"10368","ENSG00000173559"
"10369","ENSG00000139579"
"10370","ENSG00000196531"
"10371","ENSG00000253506"
"10372","ENSG00000121089"
"10373","ENSG00000136274"
"10374","ENSG00000160877"
"10375","ENSG00000148411"
"10376","ENSG00000008130"
"10377","ENSG00000152620"
"10378","ENSG00000172890"
"10379","ENSG00000159593"
"10380","ENSG00000145414"
"10381","ENSG00000198951"
"10382","ENSG00000124357"
"10383","ENSG00000108784"
"10384","ENSG00000103174"
"10385","ENSG00000161653"
"10386","ENSG00000171169"
"10387","ENSG00000276068"
"10388","ENSG00000102452"
"10389","ENSG00000105835"
"10390","ENSG00000229644"
"10391","ENSG00000111704"
"10392","ENSG00000205857"
"10393","ENSG00000270813"
"10394","ENSG00000176654"
"10395","ENSG00000237065"
"10396","ENSG00000231697"
"10397","ENSG00000255192"
"10398","ENSG00000188613"
"10399","ENSG00000288505"
"10400","ENSG00000170191"
"10401","ENSG00000095380"
"10402","ENSG00000187109"
"10403","ENSG00000254759"
"10404","ENSG00000213371"
"10405","ENSG00000186462"
"10406","ENSG00000186310"
"10407","ENSG00000273562"
"10408","ENSG00000177173"
"10409","ENSG00000177432"
"10410","ENSG00000105402"
"10411","ENSG00000125814"
"10412","ENSG00000275723"
"10413","ENSG00000134265"
"10414","ENSG00000147813"
"10415","ENSG00000131400"
"10416","ENSG00000131401"
"10417","ENSG00000141562"
"10418","ENSG00000137513"
"10419","ENSG00000132780"
"10420","ENSG00000171428"
"10421","ENSG00000135372"
"10422","ENSG00000090971"
"10423","ENSG00000167011"
"10424","ENSG00000156006"
"10425","ENSG00000291479"
"10426","ENSG00000291485"
"10427","ENSG00000185818"
"10428","ENSG00000109065"
"10429","ENSG00000274180"
"10430","ENSG00000134369"
"10431","ENSG00000166833"
"10432","ENSG00000067798"
"10433","ENSG00000213995"
"10434","ENSG00000163382"
"10435","ENSG00000151779"
"10436","ENSG00000172915"
"10437","ENSG00000144426"
"10438","ENSG00000160796"
"10439","ENSG00000258590"
"10440","ENSG00000223875"
"10441","ENSG00000158747"
"10442","ENSG00000104320"
"10443","ENSG00000292225"
"10444","ENSG00000271425"
"10445","ENSG00000263956"
"10446","ENSG00000268043"
"10447","ENSG00000283342"
"10448","ENSG00000270629"
"10449","ENSG00000266338"
"10450","ENSG00000271383"
"10451","ENSG00000162825"
"10452","ENSG00000272150"
"10453","ENSG00000291975"
"10454","ENSG00000227001"
"10455","ENSG00000142794"
"10456","ENSG00000196427"
"10457","ENSG00000243967"
"10458","ENSG00000292440"
"10459","ENSG00000270231"
"10460","ENSG00000269713"
"10461","ENSG00000188554"
"10462","ENSG00000198496"
"10463","ENSG00000104490"
"10464","ENSG00000149294"
"10465","ENSG00000154654"
"10466","ENSG00000130287"
"10467","ENSG00000010292"
"10468","ENSG00000230356"
"10469","ENSG00000151503"
"10470","ENSG00000109805"
"10471","ENSG00000146918"
"10472","ENSG00000250290"
"10473","ENSG00000121152"
"10474","ENSG00000025770"
"10475","ENSG00000136937"
"10476","ENSG00000114503"
"10477","ENSG00000074356"
"10478","ENSG00000188505"
"10479","ENSG00000020129"
"10480","ENSG00000144959"
"10481","ENSG00000158517"
"10482","ENSG00000182487"
"10483","ENSG00000165178"
"10484","ENSG00000116701"
"10485","ENSG00000100365"
"10486","ENSG00000158092"
"10487","ENSG00000071051"
"10488","ENSG00000061676"
"10489","ENSG00000123338"
"10490","ENSG00000176771"
"10491","ENSG00000167566"
"10492","ENSG00000213672"
"10493","ENSG00000115053"
"10494","ENSG00000125912"
"10495","ENSG00000213212"
"10496","ENSG00000184454"
"10497","ENSG00000084676"
"10498","ENSG00000140396"
"10499","ENSG00000124151"
"10500","ENSG00000266412"
"10501","ENSG00000124160"
"10502","ENSG00000198646"
"10503","ENSG00000111912"
"10504","ENSG00000141027"
"10505","ENSG00000240108"
"10506","ENSG00000196498"
"10507","ENSG00000275521"
"10508","ENSG00000204475"
"10509","ENSG00000188211"
"10510","ENSG00000107130"
"10511","ENSG00000162736"
"10512","ENSG00000058804"
"10513","ENSG00000080986"
"10514","ENSG00000275911"
"10515","ENSG00000271337"
"10516","ENSG00000166579"
"10517","ENSG00000131507"
"10518","ENSG00000102471"
"10519","ENSG00000288364"
"10520","ENSG00000173376"
"10521","ENSG00000188566"
"10522","ENSG00000124479"
"10523","ENSG00000104419"
"10524","ENSG00000165795"
"10525","ENSG00000101079"
"10526","ENSG00000103034"
"10527","ENSG00000070614"
"10528","ENSG00000166507"
"10529","ENSG00000164100"
"10530","ENSG00000138653"
"10531","ENSG00000125356"
"10532","ENSG00000130414"
"10533","ENSG00000292058"
"10534","ENSG00000184752"
"10535","ENSG00000186010"
"10536","ENSG00000131495"
"10537","ENSG00000274359"
"10538","ENSG00000267590"
"10539","ENSG00000254856"
"10540","ENSG00000189043"
"10541","ENSG00000185633"
"10542","ENSG00000128609"
"10543","ENSG00000259918"
"10544","ENSG00000272765"
"10545","ENSG00000267855"
"10546","ENSG00000119421"
"10547","ENSG00000139180"
"10548","ENSG00000237406"
"10549","ENSG00000004779"
"10550","ENSG00000217767"
"10551","ENSG00000137806"
"10552","ENSG00000164182"
"10553","ENSG00000178057"
"10554","ENSG00000123545"
"10555","ENSG00000259467"
"10556","ENSG00000291491"
"10557","ENSG00000231378"
"10558","ENSG00000101247"
"10559","ENSG00000156170"
"10560","ENSG00000003509"
"10561","ENSG00000183648"
"10562","ENSG00000291930"
"10563","ENSG00000147123"
"10564","ENSG00000090266"
"10565","ENSG00000119013"
"10566","ENSG00000065518"
"10567","ENSG00000259374"
"10568","ENSG00000251306"
"10569","ENSG00000235258"
"10570","ENSG00000136521"
"10571","ENSG00000251025"
"10572","ENSG00000165264"
"10573","ENSG00000099795"
"10574","ENSG00000166136"
"10575","ENSG00000270264"
"10576","ENSG00000147684"
"10577","ENSG00000109390"
"10578","ENSG00000151366"
"10579","ENSG00000259112"
"10580","ENSG00000283447"
"10581","ENSG00000158864"
"10582","ENSG00000213619"
"10583","ENSG00000164258"
"10584","ENSG00000168653"
"10585","ENSG00000218424"
"10586","ENSG00000145494"
"10587","ENSG00000115286"
"10588","ENSG00000110717"
"10589","ENSG00000167792"
"10590","ENSG00000178127"
"10591","ENSG00000267809"
"10592","ENSG00000160194"
"10593","ENSG00000183091"
"10594","ENSG00000078114"
"10595","ENSG00000123119"
"10596","ENSG00000103154"
"10597","ENSG00000125967"
"10598","ENSG00000089818"
"10599","ENSG00000234632"
"10600","ENSG00000291380"
"10601","ENSG00000110400"
"10602","ENSG00000130202"
"10603","ENSG00000177707"
"10604","ENSG00000143217"
"10605","ENSG00000139350"
"10606","ENSG00000069869"
"10607","ENSG00000049759"
"10608","ENSG00000285246"
"10609","ENSG00000285425"
"10610","ENSG00000111859"
"10611","ENSG00000100285"
"10612","ENSG00000277586"
"10613","ENSG00000104722"
"10614","ENSG00000172260"
"10615","ENSG00000140398"
"10616","ENSG00000292286"
"10617","ENSG00000109674"
"10618","ENSG00000137601"
"10619","ENSG00000163491"
"10620","ENSG00000114670"
"10621","ENSG00000117650"
"10622","ENSG00000230450"
"10623","ENSG00000136098"
"10624","ENSG00000114904"
"10625","ENSG00000197168"
"10626","ENSG00000119408"
"10627","ENSG00000151414"
"10628","ENSG00000160602"
"10629","ENSG00000119638"
"10630","ENSG00000185049"
"10631","ENSG00000188986"
"10632","ENSG00000101158"
"10633","ENSG00000204356"
"10634","ENSG00000165973"
"10635","ENSG00000184613"
"10636","ENSG00000165525"
"10637","ENSG00000166881"
"10638","ENSG00000189362"
"10639","ENSG00000117691"
"10640","ENSG00000067141"
"10641","ENSG00000218233"
"10642","ENSG00000163608"
"10643","ENSG00000132688"
"10644","ENSG00000173848"
"10645","ENSG00000166342"
"10646","ENSG00000171208"
"10647","ENSG00000204386"
"10648","ENSG00000162139"
"10649","ENSG00000277926"
"10650","ENSG00000107954"
"10651","ENSG00000214357"
"10652","ENSG00000124257"
"10653","ENSG00000163121"
"10654","ENSG00000288301"
"10655","ENSG00000162992"
"10656","ENSG00000171532"
"10657","ENSG00000123307"
"10658","ENSG00000164600"
"10659","ENSG00000181965"
"10660","ENSG00000178403"
"10661","ENSG00000122859"
"10662","ENSG00000162614"
"10663","ENSG00000196712"
"10664","ENSG00000236956"
"10665","ENSG00000186575"
"10666","ENSG00000235568"
"10667","ENSG00000163531"
"10668","ENSG00000102908"
"10669","ENSG00000131196"
"10670","ENSG00000101096"
"10671","ENSG00000176953"
"10672","ENSG00000072736"
"10673","ENSG00000285485"
"10674","ENSG00000123405"
"10675","ENSG00000082641"
"10676","ENSG00000116044"
"10677","ENSG00000050344"
"10678","ENSG00000267497"
"10679","ENSG00000162599"
"10680","ENSG00000147862"
"10681","ENSG00000141905"
"10682","ENSG00000165030"
"10683","ENSG00000008441"
"10684","ENSG00000109320"
"10685","ENSG00000077150"
"10686","ENSG00000100906"
"10687","ENSG00000282905"
"10688","ENSG00000167604"
"10689","ENSG00000146232"
"10690","ENSG00000236346"
"10691","ENSG00000144802"
"10692","ENSG00000170322"
"10693","ENSG00000244005"
"10694","ENSG00000169599"
"10695","ENSG00000086102"
"10696","ENSG00000170448"
"10697","ENSG00000001167"
"10698","ENSG00000237849"
"10699","ENSG00000120837"
"10700","ENSG00000066136"
"10701","ENSG00000165553"
"10702","ENSG00000129460"
"10703","ENSG00000066248"
"10704","ENSG00000134259"
"10705","ENSG00000064300"
"10706","ENSG00000151092"
"10707","ENSG00000182768"
"10708","ENSG00000187736"
"10709","ENSG00000171786"
"10710","ENSG00000177551"
"10711","ENSG00000187566"
"10712","ENSG00000196865"
"10713","ENSG00000188811"
"10714","ENSG00000257108"
"10715","ENSG00000145912"
"10716","ENSG00000188158"
"10717","ENSG00000135540"
"10718","ENSG00000204131"
"10719","ENSG00000145029"
"10720","ENSG00000116962"
"10721","ENSG00000087303"
"10722","ENSG00000196290"
"10723","ENSG00000155438"
"10724","ENSG00000261205"
"10725","ENSG00000268144"
"10726","ENSG00000177453"
"10727","ENSG00000100503"
"10728","ENSG00000131669"
"10729","ENSG00000171840"
